3110.153349508243;3121.6459941199264
3007.269082147656;3007.269082147656
3036.4780752836973;3036.4780752836973
3033.512412573123;3033.512412573123
3177.9196803502577;3177.9196803502577
3098.909623134467;3098.909623134467
2900.492942218569;2900.492942218569
3107.8287784520417;3107.8287784520417
2969.4667370405655;2969.4667370405655
3027.318436382314;3032.73951033564
3105.4423345896344;3105.4423345896344
2956.2343204593762;2956.2343204593762
3016.8044999713043;3016.8044999713043
2915.83772902099;2915.83772902099
3063.6163046179486;3063.6163046179486
3117.511984794882;3131.5669892073397
3069.6831533157547;3069.6831533157547
3128.0866278832373;3196.234463081593
3225.3901455190094;3225.3901455190094
3120.9272051679295;3120.9272051679295
3140.329022484856;3140.329022484856
3030.9072551431614;3030.9072551431614
3122.4192151058987;3133.182430668387
3108.1595726910455;3108.1595726910455
3046.898425409276;3046.898425409276
2989.6874885743223;2989.6874885743223
3048.613902784179;3048.613902784179
3048.0580272643706;3048.0580272643706
3070.583247459109;3070.583247459109
3031.221727334386;3031.221727334386
2992.869432792831;2992.869432792831
3081.0393655227094;3081.0393655227094
3027.72570383097;3027.72570383097
3040.213987080654;3144.156949251777
3035.291584392617;3035.291584392617
3070.7972134635033;3070.7972134635033
2977.7992569460225;2977.7992569460225
3161.5259864412083;3222.4755424272644
3018.8381528831605;3018.8381528831605
3015.7858344592023;3015.7858344592023
3164.232721503209;3173.6123489765705
3074.457319557993;3074.457319557993
3086.188053129995;3128.569827808339
3143.881575585381;3163.4252589935613
3010.4505342535326;3010.4505342535326
3092.9031375483682;3092.9031375483682
3028.53700675048;3030.206194016938
3098.4411164963994;3098.4411164963994
2896.3455070940036;2896.3455070940036
3101.7864145829217;3134.9297969624986
3116.7310956461515;3203.027450675223
3056.0784120702733;3056.0784120702733
3026.209326403186;3026.209326403186
3107.4009082733;3107.4009082733
3093.334632145991;3093.334632145991
3198.191569884922;3198.191569884922
3166.338984559548;3180.280136252481
3113.15105398831;3113.15105398831
3048.478245366387;3048.478245366387
2981.639857474132;2981.639857474132
3003.387831315422;3003.387831315422
3058.7214557030793;3072.4330250112644
3066.816108077933;3109.945675392518
3040.5398172762975;3042.696637853883
3167.127254426794;3170.041748120888
2974.7121090637506;2974.7121090637506
2967.7358807916844;2967.7358807916844
3098.5321282600953;3102.7419227638675
3098.165706531955;3123.6130671595324
3064.4481855470594;3064.4481855470594
3110.0292193315054;3110.0292193315054
3011.0867399572217;3011.0867399572217
3039.8902779835175;3039.8902779835175
3153.3764377485086;3153.3764377485086
3023.3733847318963;3023.3733847318963
3030.800777876527;3030.800777876527
3100.3188183641423;3100.3188183641423
3115.023070353445;3115.023070353445
3091.1305223641157;3091.1305223641157
3044.074828643963;3044.074828643963
3002.2373244354662;3002.2373244354662
3118.14212240407;3118.14212240407
3003.4259547060738;3003.4259547060738
3201.2831361002204;3240.3312438070298
3142.6399513947576;3142.6399513947576
3127.264484517704;3127.264484517704
3105.452420601552;3157.4095893975996
3088.308007143915;3088.308007143915
3067.8907937154404;3067.8907937154404
3056.2073538655914;3097.336486387007
2982.5818089627837;2982.5818089627837
3155.864509638291;3155.864509638291
2977.070341424751;2977.070341424751
3024.0052731130218;3024.0052731130218
3122.0418701776775;3122.0418701776775
3019.1131712154934;3019.1131712154934
3102.715757232271;3113.1073650117464
3094.790816100586;3094.790816100586
3081.706298145026;3081.706298145026
3065.7301348769315;3065.7301348769315
